Experiment,Total Samples,Valid Predictions,Accuracy,Macro-F1,Weighted-F1,Macro-Precision,Macro-Recall,MCC,Positive_Precision,Positive_Recall,Positive_F1,Negative_Precision,Negative_Recall,Negative_F1,Neutral_Precision,Neutral_Recall,Neutral_F1
E7: Llama3.1:8b (CoT),210,209,0.9090909090909091,0.9074992233612923,0.9076307985926861,0.9154151404151404,0.9085576259489304,0.8674270755838491,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8974358974358975,1.0,0.9459459459459459,0.9821428571428571,0.7971014492753623,0.88
E8: Qwen3:8b (CoT),210,210,0.9476190476190476,0.9481109029763274,0.9481109029763275,0.9510087951264422,0.9476190476190477,0.9226533121591802,0.9846153846153847,0.9142857142857143,0.9481481481481482,0.9852941176470589,0.9571428571428572,0.9710144927536232,0.8831168831168831,0.9714285714285714,0.9251700680272109
E9: DeepSeek-R1:8b (CoT),210,210,0.9380952380952381,0.9383901098299443,0.9383901098299443,0.9406080697842713,0.9380952380952382,0.9081008838316154,0.9692307692307692,0.9,0.9333333333333333,0.9710144927536232,0.9571428571428572,0.9640287769784173,0.881578947368421,0.9571428571428572,0.9178082191780822
