Experiment,Total Samples,Valid Predictions,Accuracy,Macro-F1,Weighted-F1,Macro-Precision,Macro-Recall,MCC,Positive_Precision,Positive_Recall,Positive_F1,Negative_Precision,Negative_Recall,Negative_F1,Neutral_Precision,Neutral_Recall,Neutral_F1
I4: Llama3.1:8b (Few-Shot),210,210,0.8380952380952381,0.8243033193592159,0.8243033193592159,0.8638809749920862,0.8380952380952381,0.7769791116025917,0.8395061728395061,0.9714285714285714,0.9006622516556292,0.7777777777777778,1.0,0.875,0.9743589743589743,0.5428571428571428,0.6972477064220184
I5: Qwen3:8b (Few-Shot),210,210,0.9523809523809523,0.9528722745798737,0.9528722745798736,0.955108359133127,0.9523809523809522,0.9294570476840982,0.9705882352941176,0.9428571428571428,0.9565217391304348,1.0,0.9428571428571428,0.9705882352941176,0.8947368421052632,0.9714285714285714,0.9315068493150684
I6: DeepSeek-R1:8b (Few-Shot),210,210,0.9333333333333333,0.9339703178355659,0.933970317835566,0.9359852810557037,0.9333333333333332,0.9006435467393644,0.9295774647887324,0.9428571428571428,0.9361702127659575,1.0,0.9285714285714286,0.9629629629629629,0.8783783783783784,0.9285714285714286,0.9027777777777778
