Experiment,Total Samples,Valid Predictions,Accuracy,Macro-F1,Weighted-F1,Macro-Precision,Macro-Recall,MCC,Positive_Precision,Positive_Recall,Positive_F1,Negative_Precision,Negative_Recall,Negative_F1,Neutral_Precision,Neutral_Recall,Neutral_F1
I10: Llama3.1:8b (ToT),210,210,0.6857142857142857,0.6822500496919103,0.6822500496919102,0.6883599648282345,0.6857142857142856,0.5322226174692605,0.8135593220338984,0.6857142857142857,0.7441860465116279,0.6976744186046512,0.8571428571428571,0.7692307692307693,0.5538461538461539,0.5142857142857142,0.5333333333333333
I11: Qwen3:8b (ToT),210,210,0.6666666666666666,0.6262039471258696,0.6262039471258695,0.7472933889002755,0.6666666666666666,0.5559291953156951,0.8235294117647058,0.2,0.3218390804597701,0.9142857142857143,0.9142857142857143,0.9142857142857143,0.5040650406504065,0.8857142857142857,0.6424870466321243
I12: DeepSeek-R1:8b (ToT),210,210,0.6,0.5206162891545852,0.5206162891545854,0.7906746031746031,0.6,0.49259449303797553,1.0,0.04285714285714286,0.0821917808219178,0.9206349206349206,0.8285714285714286,0.8721804511278195,0.4513888888888889,0.9285714285714286,0.6074766355140186
