Experiment,Total Samples,Valid Predictions,Accuracy,Macro-F1,Weighted-F1,Macro-Precision,Macro-Recall,MCC,Positive_Precision,Positive_Recall,Positive_F1,Negative_Precision,Negative_Recall,Negative_F1,Neutral_Precision,Neutral_Recall,Neutral_F1
R1: llama3.1:8b (Zero-Shot),210,210,0.8047619047619048,0.7874217648224339,0.7874217648224339,0.8523809523809524,0.8047619047619049,0.7367844599159784,0.8571428571428571,0.9428571428571428,0.8979591836734694,0.7,1.0,0.8235294117647058,1.0,0.4714285714285714,0.6407766990291263
R2: qwen3:8b (Zero-Shot),210,210,0.8666666666666667,0.8631776704240472,0.8631776704240472,0.8850980392156863,0.8666666666666667,0.8123623944599233,0.75,0.9857142857142858,0.8518518518518519,0.9852941176470589,0.9571428571428572,0.9710144927536232,0.92,0.6571428571428571,0.7666666666666667
R3: deepseek-r1:8b (Zero-Shot),210,210,0.8714285714285714,0.865286831705947,0.8652868317059469,0.8992978838316885,0.8714285714285714,0.8243418512297696,0.7526881720430108,1.0,0.8588957055214724,0.9452054794520548,0.9857142857142858,0.965034965034965,1.0,0.6285714285714286,0.7719298245614035
