Experiment,Total Samples,Valid Predictions,Accuracy,Macro-F1,Weighted-F1,Macro-Precision,Macro-Recall,MCC,Positive_Precision,Positive_Recall,Positive_F1,Negative_Precision,Negative_Recall,Negative_F1,Neutral_Precision,Neutral_Recall,Neutral_F1
I1: Llama3.1:8b,210,210,0.9,0.89521977593512,0.8952197759351199,0.9148606811145511,0.9,0.8603333837859215,0.8235294117647058,1.0,0.9032258064516129,0.9210526315789473,1.0,0.958904109589041,1.0,0.7,0.8235294117647058
I2: Qwen3:8b,210,210,0.9142857142857143,0.9152762066365008,0.9152762066365007,0.9283614006950014,0.9142857142857143,0.8776599882225783,0.9827586206896551,0.8142857142857143,0.890625,1.0,0.9428571428571428,0.9705882352941176,0.8023255813953488,0.9857142857142858,0.8846153846153846
I3: DeepSeek-R1:8b,208,208,0.9230769230769231,0.9237899692768208,0.9236657828075738,0.9268176268176269,0.9229813664596273,0.885722264469558,0.9384615384615385,0.8840579710144928,0.9104477611940298,0.9848484848484849,0.9420289855072463,0.9629629629629629,0.8571428571428571,0.9428571428571428,0.8979591836734694
