Experiment,Total Samples,Valid Predictions,Accuracy,Macro-F1,Weighted-F1,Macro-Precision,Macro-Recall,MCC,Positive_Precision,Positive_Recall,Positive_F1,Negative_Precision,Negative_Recall,Negative_F1,Neutral_Precision,Neutral_Recall,Neutral_F1
E1: llama3.1:8b,210,210,0.9285714285714286,0.9277543613160052,0.9277543613160051,0.9320926189347242,0.9285714285714285,0.8951741973185207,0.8918918918918919,0.9428571428571428,0.9166666666666666,0.9210526315789473,1.0,0.958904109589041,0.9833333333333333,0.8428571428571429,0.9076923076923077
E2: qwen3:8b,210,210,0.9523809523809523,0.9526972624798713,0.9526972624798712,0.9537625861155273,0.9523809523809524,0.9289506695219228,0.9705882352941176,0.9428571428571428,0.9565217391304348,0.9852941176470589,0.9571428571428572,0.9710144927536232,0.9054054054054054,0.9571428571428572,0.9305555555555556
E3: deepseek-r1:8b,210,210,0.9666666666666667,0.966826903329875,0.9668269033298749,0.9674360711129797,0.9666666666666667,0.9502262712905732,0.9855072463768116,0.9714285714285714,0.9784172661870504,0.9852941176470589,0.9571428571428572,0.9710144927536232,0.9315068493150684,0.9714285714285714,0.951048951048951
